c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16
0.0,0.8461538461538463,0.5,0.0,1.0,0.4545454545454545,1.0,0.0,0.01,0.07070707070707072,0.061224489795918366,0.09183673469387754,0.0,0.0,1.0,0.0
0.0,0.8461538461538463,0.0,1.0000000000000002,0.0,0.6363636363636364,1.0,0.0,0.13,0.05050505050505051,0.18367346938775508,0.18367346938775508,0.0,0.0,1.0,0.0
1.0,0.38461538461538464,1.0,0.5,0.0,0.1818181818181818,0.0,1.0,1.0,0.7575757575757577,0.5102040816326531,0.7040816326530611,1.0,1.0,0.0,1.0
0.0,0.3076923076923077,0.5,0.0,0.0,0.5454545454545454,0.0,1.0,0.15,0.07070707070707072,0.12244897959183673,0.061224489795918366,0.0,1.0,1.0,0.0
0.0,0.8461538461538463,0.5,0.0,1.0,0.4545454545454545,1.0,0.0,0.07,0.05050505050505051,0.02040816326530612,0.8061224489795917,1.0,1.0,1.0,0.0
1.0,0.4615384615384616,0.5,0.0,1.0,0.5454545454545454,0.0,1.0,0.72,0.6565656565656566,0.7448979591836734,0.6632653061224489,1.0,1.0,0.0,1.0
0.0,0.5384615384615385,1.0,0.4000000000000001,0.0,0.6363636363636364,0.0,0.0,0.41000000000000003,0.393939393939394,0.3571428571428571,0.38775510204081626,1.0,0.0,1.0,1.0
0.0,0.8461538461538463,1.0,0.5,0.0,0.9090909090909091,1.0,0.0,0.08,0.15151515151515152,0.1020408163265306,0.39795918367346933,1.0,0.0,0.0,0.0
0.0,0.6153846153846154,1.0,0.5,1.0,0.0,0.0,0.0,0.99,0.9696969696969697,0.9081632653061223,0.846938775510204,1.0,1.0,0.0,1.0
0.0,0.5384615384615385,1.0,0.6000000000000001,0.0,0.09090909090909091,0.0,1.0,0.7000000000000001,0.8383838383838385,0.7142857142857142,0.22448979591836732,1.0,1.0,0.0,1.0
0.0,0.5384615384615385,1.0,0.6000000000000001,0.0,0.09090909090909091,1.0,1.0,0.8,0.8181818181818182,0.7244897959183673,0.2959183673469387,1.0,1.0,0.0,1.0
0.0,0.8461538461538463,1.0,0.6000000000000001,0.0,0.7272727272727273,0.0,0.0,0.15,0.43434343434343436,0.42857142857142855,0.32653061224489793,1.0,1.0,0.0,1.0
0.0,0.8461538461538463,0.5,0.2,0.0,0.4545454545454545,1.0,0.0,0.3,0.25252525252525254,0.0510204081632653,0.346938775510204,0.0,0.0,1.0,0.0
1.0,0.8461538461538463,0.5,0.2,0.0,0.9999999999999999,0.0,0.0,0.7000000000000001,1.0,0.673469387755102,0.6530612244897959,0.0,1.0,0.0,1.0
1.0,0.8461538461538463,1.0,0.5,1.0,0.4545454545454545,1.0,0.0,0.7000000000000001,0.8080808080808082,0.25510204081632654,0.7040816326530611,1.0,1.0,0.0,1.0
0.0,0.5384615384615385,1.0,0.6000000000000001,0.0,0.9999999999999999,1.0,1.0,0.6900000000000001,0.7777777777777778,0.7755102040816326,0.7551020408163265,1.0,1.0,1.0,1.0
0.0,0.8461538461538463,0.5,0.2,0.0,0.4545454545454545,1.0,0.0,0.1,0.07070707070707072,0.0,0.2959183673469387,0.0,0.0,1.0,0.0
0.0,0.8461538461538463,0.0,0.7,0.0,0.4545454545454545,1.0,0.0,0.1,0.12121212121212122,0.07142857142857142,0.32653061224489793,1.0,1.0,1.0,0.0
1.0,0.3076923076923077,1.0,0.5,1.0,0.0,0.0,1.0,0.09,0.07070707070707072,0.09183673469387754,0.020408163265306124,0.0,1.0,1.0,0.0
0.0,0.38461538461538464,0.5,0.0,1.0,0.5454545454545454,0.0,1.0,0.4,0.5151515151515152,0.2040816326530612,0.32653061224489793,0.0,0.0,0.0,1.0
0.0,0.5384615384615385,1.0,0.5,0.0,0.0,1.0,0.0,0.76,0.8181818181818182,0.8163265306122448,0.8673469387755102,0.0,1.0,0.0,1.0
0.0,0.8461538461538463,0.5,0.2,0.0,0.9999999999999999,0.0,0.0,0.61,0.9797979797979799,0.836734693877551,0.6428571428571428,1.0,0.0,1.0,1.0
0.0,0.8461538461538463,1.0,0.5,0.0,0.9090909090909091,1.0,0.0,0.16,0.14141414141414144,0.061224489795918366,0.19387755102040813,1.0,1.0,1.0,0.0
0.0,0.9230769230769231,0.5,0.0,0.0,0.7272727272727273,1.0,0.0,0.8,0.9595959595959597,0.21428571428571427,0.2755102040816326,1.0,1.0,0.0,1.0
0.0,0.5384615384615385,1.0,0.6000000000000001,0.0,0.09090909090909091,0.0,1.0,0.71,0.8484848484848485,0.6836734693877551,0.8061224489795917,1.0,1.0,0.0,1.0
0.0,0.8461538461538463,0.0,0.9000000000000001,0.0,0.1818181818181818,1.0,0.0,0.13,0.030303030303030304,0.11224489795918366,0.08163265306122448,0.0,0.0,1.0,0.0
0.0,0.5384615384615385,0.5,0.2,0.0,0.2727272727272727,0.0,0.0,0.22,0.3434343434343435,0.1530612244897959,0.08163265306122448,0.0,0.0,1.0,0.0
1.0,0.8461538461538463,1.0,0.4000000000000001,0.0,0.4545454545454545,0.0,0.0,0.5,0.4040404040404041,0.5306122448979591,0.6632653061224489,1.0,0.0,0.0,1.0
0.0,0.8461538461538463,1.0,0.6000000000000001,0.0,0.7272727272727273,0.0,1.0,0.8300000000000001,0.7575757575757577,0.6326530612244897,0.5306122448979591,0.0,0.0,0.0,1.0
1.0,0.8461538461538463,1.0,0.5,0.0,0.4545454545454545,1.0,0.0,0.14,0.13131313131313133,0.030612244897959183,0.7040816326530611,0.0,0.0,1.0,0.0
0.0,0.5384615384615385,0.5,0.0,1.0,0.7272727272727273,1.0,1.0,0.15,0.9090909090909092,0.21428571428571427,0.9795918367346937,1.0,1.0,0.0,1.0
1.0,0.5384615384615385,0.5,0.0,0.0,0.7272727272727273,0.0,0.0,0.05,0.09090909090909091,0.19387755102040816,0.9897959183673468,0.0,0.0,1.0,0.0
1.0,0.9230769230769231,0.5,0.0,1.0,0.7272727272727273,0.0,1.0,0.79,0.9393939393939394,0.49999999999999994,0.22448979591836732,1.0,1.0,0.0,1.0
1.0,0.8461538461538463,0.5,0.2,0.0,0.4545454545454545,1.0,0.0,0.42,0.30303030303030304,0.13265306122448978,0.7040816326530611,1.0,0.0,1.0,1.0
1.0,0.5384615384615385,0.5,0.2,0.0,0.2727272727272727,1.0,0.0,0.49,0.36363636363636365,0.32653061224489793,0.43877551020408156,0.0,0.0,1.0,0.0
0.0,0.38461538461538464,1.0,0.6000000000000001,0.0,0.9090909090909091,1.0,0.0,0.2,0.14141414141414144,0.12244897959183673,0.18367346938775508,0.0,0.0,1.0,0.0
0.0,0.9230769230769231,0.5,0.0,1.0,0.7272727272727273,1.0,1.0,0.6900000000000001,0.8282828282828284,0.2040816326530612,0.2755102040816326,1.0,1.0,0.0,1.0
0.0,0.5384615384615385,0.5,0.0,1.0,0.7272727272727273,0.0,1.0,0.32,0.8282828282828284,0.6020408163265306,0.6326530612244897,1.0,0.0,1.0,1.0
0.0,0.8461538461538463,1.0,0.4000000000000001,0.0,0.4545454545454545,1.0,0.0,0.0,0.0,0.0,0.030612244897959183,0.0,0.0,1.0,0.0
1.0,0.5384615384615385,0.5,0.2,1.0,0.2727272727272727,1.0,0.0,0.15,0.5050505050505051,0.24489795918367346,0.42857142857142855,1.0,0.0,0.0,1.0
0.0,0.8461538461538463,0.5,0.0,1.0,0.4545454545454545,1.0,0.0,0.0,0.08080808080808081,0.11224489795918366,0.7040816326530611,1.0,1.0,1.0,0.0
0.0,0.8461538461538463,1.0,0.5,1.0,0.2727272727272727,1.0,1.0,0.08,0.06060606060606061,0.04081632653061224,0.21428571428571425,1.0,1.0,1.0,0.0
0.0,0.5384615384615385,0.5,0.2,1.0,0.2727272727272727,0.0,1.0,0.72,0.6464646464646465,0.6020408163265306,0.8979591836734693,1.0,1.0,0.0,1.0
0.0,0.8461538461538463,1.0,0.6000000000000001,0.0,0.7272727272727273,0.0,0.0,0.23,0.25252525252525254,0.32653061224489793,0.5306122448979591,0.0,0.0,0.0,0.0
1.0,0.5384615384615385,0.5,0.0,1.0,0.5454545454545454,0.0,1.0,0.7000000000000001,0.8282828282828284,0.030612244897959183,0.7346938775510203,0.0,0.0,0.0,1.0
1.0,0.15384615384615385,0.0,1.0000000000000002,0.0,0.6363636363636364,1.0,1.0,0.65,0.7575757575757577,0.2346938775510204,0.8061224489795917,1.0,1.0,0.0,1.0
0.0,0.8461538461538463,0.5,0.0,0.5,0.4545454545454545,1.0,0.0,0.0,0.06060606060606061,0.04081632653061224,0.14285714285714282,1.0,0.0,0.0,0.0
1.0,0.07692307692307693,1.0,0.5,1.0,0.2727272727272727,1.0,0.0,0.5,0.9090909090909092,0.37755102040816324,0.7040816326530611,1.0,1.0,0.0,1.0
0.0,0.8461538461538463,0.5,0.2,0.0,0.4545454545454545,1.0,0.0,0.4,0.5050505050505051,0.12244897959183673,0.5,0.0,0.0,1.0,1.0
0.0,0.8461538461538463,0.5,0.3,0.0,0.6363636363636364,1.0,0.0,0.08,0.22222222222222224,0.09183673469387754,0.39795918367346933,0.0,0.0,1.0,0.0
0.0,0.5384615384615385,1.0,0.6000000000000001,0.0,0.9999999999999999,0.0,1.0,0.7000000000000001,0.7676767676767677,0.6632653061224489,0.7040816326530611,1.0,1.0,1.0,1.0
0.0,0.8461538461538463,0.5,0.0,1.0,0.4545454545454545,1.0,0.0,0.5,0.07070707070707072,0.09183673469387754,0.5,1.0,0.0,1.0,1.0
1.0,0.5384615384615385,1.0,0.6000000000000001,0.0,0.9999999999999999,0.0,0.0,0.35000000000000003,0.14141414141414144,0.2346938775510204,0.6224489795918366,0.0,0.0,1.0,0.0
0.0,0.5384615384615385,1.0,0.5,1.0,0.2727272727272727,0.0,0.0,0.52,0.10101010101010102,0.13265306122448978,0.05102040816326531,0.0,0.0,1.0,0.0
0.0,0.5384615384615385,0.5,0.0,1.0,0.5454545454545454,0.0,1.0,0.35000000000000003,0.9797979797979799,0.4183673469387755,0.22448979591836732,1.0,1.0,0.0,1.0
0.0,0.5384615384615385,0.5,0.0,0.0,0.7272727272727273,0.0,0.0,0.1,0.98989898989899,0.4183673469387755,0.37755102040816324,1.0,1.0,1.0,1.0
0.0,0.5384615384615385,0.5,0.0,0.0,0.5454545454545454,0.0,0.0,0.35000000000000003,0.020202020202020204,0.29591836734693877,0.32653061224489793,0.0,1.0,1.0,0.0
1.0,0.6153846153846154,0.5,0.2,0.0,0.2727272727272727,0.0,1.0,0.62,0.6464646464646465,0.7346938775510203,0.846938775510204,1.0,1.0,0.0,1.0
1.0,0.5384615384615385,0.5,0.0,0.0,0.7272727272727273,1.0,0.0,0.1,0.20202020202020204,0.22448979591836732,0.9795918367346937,0.0,0.0,1.0,0.0
1.0,0.5384615384615385,1.0,0.6000000000000001,0.0,0.8181818181818182,0.0,1.0,0.84,0.9292929292929294,0.29591836734693877,0.42857142857142855,1.0,1.0,0.0,1.0
0.0,0.8461538461538463,1.0,0.6000000000000001,0.0,0.7272727272727273,0.0,1.0,0.85,0.15151515151515152,0.22448979591836732,0.5306122448979591,1.0,1.0,0.0,1.0
1.0,0.5384615384615385,0.5,0.2,0.0,0.2727272727272727,0.0,0.0,0.42,0.24242424242424243,0.12244897959183673,0.2346938775510204,0.0,0.0,1.0,0.0
0.0,0.7692307692307694,1.0,0.5,1.0,0.2727272727272727,0.0,0.0,0.22,0.5151515151515152,0.4897959183673469,0.09183673469387754,0.0,0.0,1.0,0.0
0.0,0.8461538461538463,0.5,0.2,0.0,0.9999999999999999,0.0,0.0,0.1,0.17171717171717174,0.12244897959183673,0.13265306122448978,0.0,0.0,1.0,0.0
0.0,0.8461538461538463,0.5,0.0,0.5,0.4545454545454545,1.0,0.0,0.12,0.10101010101010102,0.2040816326530612,0.1530612244897959,0.0,0.0,0.0,0.0
1.0,0.5384615384615385,1.0,0.6000000000000001,0.0,0.09090909090909091,0.0,1.0,0.87,0.9393939393939394,0.6428571428571428,0.6020408163265305,1.0,1.0,0.0,1.0
1.0,0.5384615384615385,1.0,0.6000000000000001,0.0,0.9999999999999999,0.0,0.0,0.39,0.888888888888889,0.4387755102040816,0.7244897959183673,1.0,1.0,0.0,1.0
0.0,0.8461538461538463,1.0,0.6000000000000001,1.0,0.7272727272727273,0.0,1.0,0.15,0.9090909090909092,0.5306122448979591,0.836734693877551,1.0,0.0,0.0,1.0
1.0,0.5384615384615385,0.5,0.0,0.0,0.7272727272727273,0.0,0.0,0.05,0.09090909090909091,0.19387755102040816,0.9897959183673468,0.0,0.0,1.0,0.0
0.0,0.8461538461538463,0.0,0.9000000000000001,0.0,0.1818181818181818,1.0,0.0,0.13,0.030303030303030304,0.11224489795918366,0.08163265306122448,0.0,0.0,1.0,0.0
0.0,0.8461538461538463,1.0,0.5,0.0,0.9090909090909091,1.0,0.0,0.35000000000000003,0.12121212121212122,0.0,0.16326530612244897,0.0,0.0,1.0,0.0
0.0,0.8461538461538463,0.0,0.7,0.0,0.4545454545454545,1.0,0.0,0.1,0.12121212121212122,0.07142857142857142,0.32653061224489793,1.0,1.0,1.0,0.0
0.0,0.8461538461538463,0.5,0.0,0.0,0.4545454545454545,0.0,0.0,0.12,0.6060606060606061,0.0,0.7040816326530611,1.0,1.0,1.0,0.0
1.0,0.5384615384615385,0.5,0.0,1.0,0.5454545454545454,1.0,1.0,0.13,0.8282828282828284,0.2040816326530612,0.2959183673469387,0.0,1.0,0.0,1.0
0.0,0.8461538461538463,0.5,0.2,0.0,0.4545454545454545,1.0,0.0,0.1,0.07070707070707072,0.0,0.2959183673469387,0.0,0.0,1.0,0.0
0.0,0.8461538461538463,0.5,0.2,0.0,0.9090909090909091,0.0,0.0,0.15,0.06060606060606061,0.32653061224489793,0.39795918367346933,1.0,1.0,0.0,1.0
0.0,0.8461538461538463,1.0,0.5,0.0,0.6363636363636364,1.0,0.0,0.1,0.12121212121212122,0.17346938775510204,0.2959183673469387,0.0,0.0,1.0,0.0
0.0,0.8461538461538463,0.5,0.0,1.0,0.4545454545454545,1.0,0.0,0.7000000000000001,0.9090909090909092,0.02040816326530612,0.01020408163265306,1.0,1.0,0.0,0.0
0.0,0.5384615384615385,0.5,0.2,0.0,0.2727272727272727,0.0,0.0,0.32,0.14141414141414144,0.32653061224489793,0.2857142857142857,0.0,1.0,1.0,1.0
0.0,0.8461538461538463,1.0,0.6000000000000001,0.0,0.7272727272727273,0.0,1.0,0.9500000000000001,0.9191919191919192,0.6326530612244897,0.5306122448979591,1.0,1.0,0.0,1.0
1.0,0.5384615384615385,1.0,0.6000000000000001,0.0,0.09090909090909091,1.0,0.0,0.25,0.8282828282828284,0.5306122448979591,0.19387755102040813,1.0,1.0,1.0,1.0
0.0,0.5384615384615385,0.5,0.0,0.0,0.7272727272727273,1.0,0.0,0.2,0.888888888888889,0.31632653061224486,0.2755102040816326,1.0,1.0,1.0,1.0
0.0,0.5384615384615385,1.0,0.5,0.0,0.0,1.0,0.0,0.8,0.8080808080808082,0.4693877551020408,0.6122448979591836,1.0,0.0,0.0,1.0
0.0,0.8461538461538463,0.5,0.0,1.0,0.4545454545454545,1.0,0.0,0.05,0.20202020202020204,0.01020408163265306,0.5,1.0,1.0,1.0,0.0
0.0,0.5384615384615385,1.0,0.5,0.0,0.0,0.0,1.0,0.7000000000000001,0.98989898989899,0.5510204081632653,0.7244897959183673,1.0,1.0,0.0,1.0
0.0,0.5384615384615385,1.0,0.6000000000000001,0.0,0.8181818181818182,0.0,1.0,0.72,0.7676767676767677,0.673469387755102,0.39795918367346933,1.0,1.0,1.0,0.0
0.0,0.7692307692307694,0.0,0.9000000000000001,1.0,0.2727272727272727,0.0,0.0,0.7000000000000001,0.5050505050505051,0.336734693877551,0.39795918367346933,0.0,1.0,0.0,1.0
1.0,0.5384615384615385,0.5,0.2,0.0,0.2727272727272727,0.0,0.0,0.42,0.24242424242424243,0.12244897959183673,0.2346938775510204,0.0,0.0,1.0,0.0
0.0,0.8461538461538463,0.5,0.3,0.0,0.6363636363636364,1.0,0.0,0.07,0.10101010101010102,0.01020408163265306,0.2959183673469387,0.0,0.0,1.0,0.0
0.0,0.8461538461538463,0.5,0.2,0.0,0.4545454545454545,1.0,0.0,0.05,0.010101010101010102,0.0,0.1020408163265306,0.0,0.0,1.0,0.0
0.0,0.3076923076923077,0.5,0.0,1.0,0.5454545454545454,0.0,1.0,0.15,0.04040404040404041,0.12244897959183673,0.061224489795918366,0.0,1.0,1.0,0.0
0.0,0.0,0.5,0.0,1.0,0.5454545454545454,0.0,0.0,0.1,0.020202020202020204,0.13265306122448978,0.5306122448979591,0.0,0.0,1.0,0.0
1.0,0.8461538461538463,0.5,0.0,1.0,0.4545454545454545,1.0,0.0,0.02,0.06060606060606061,0.02040816326530612,0.07142857142857142,0.0,0.0,1.0,0.0
1.0,0.8461538461538463,0.0,1.0000000000000002,0.0,0.6363636363636364,1.0,0.0,0.55,0.9090909090909092,0.16326530612244897,0.39795918367346933,0.0,0.0,0.0,1.0
1.0,0.5384615384615385,1.0,0.6000000000000001,0.0,0.8181818181818182,1.0,0.0,0.02,0.07070707070707072,0.04081632653061224,0.07142857142857142,0.0,0.0,1.0,0.0
1.0,0.5384615384615385,0.5,0.0,1.0,0.5454545454545454,0.0,1.0,0.23,0.8282828282828284,0.2040816326530612,0.2959183673469387,0.0,1.0,0.0,1.0
0.0,0.5384615384615385,0.5,0.0,1.0,0.7272727272727273,0.0,0.0,0.35000000000000003,0.020202020202020204,0.29591836734693877,0.22448979591836732,0.0,0.0,1.0,0.0
1.0,0.8461538461538463,0.5,0.0,1.0,0.4545454545454545,1.0,0.0,0.06,0.020202020202020204,0.3877551020408163,0.11224489795918367,0.0,0.0,0.0,1.0
1.0,0.9230769230769231,1.0,0.5,0.0,0.0,1.0,1.0,0.86,0.98989898989899,0.5102040816326531,0.19387755102040813,1.0,1.0,0.0,1.0
0.0,0.8461538461538463,0.5,0.0,0.5,0.4545454545454545,1.0,0.0,0.12,0.10101010101010102,0.2040816326530612,0.1530612244897959,0.0,0.0,0.0,0.0
1.0,0.15384615384615385,0.5,0.0,1.0,0.5454545454545454,0.0,1.0,0.15,0.5252525252525253,0.846938775510204,0.1020408163265306,1.0,0.0,0.0,1.0
1.0,0.5384615384615385,0.5,0.0,1.0,0.4545454545454545,1.0,1.0,0.7000000000000001,0.888888888888889,0.5612244897959183,0.39795918367346933,1.0,1.0,0.0,1.0
0.0,0.8461538461538463,0.5,0.3,0.0,0.6363636363636364,1.0,0.0,0.07,0.10101010101010102,0.01020408163265306,0.2959183673469387,0.0,0.0,1.0,0.0
0.0,0.8461538461538463,1.0,0.5,0.0,0.4545454545454545,1.0,0.0,0.04,0.05050505050505051,0.4081632653061224,0.1530612244897959,1.0,1.0,1.0,0.0
1.0,0.5384615384615385,0.5,0.0,0.0,0.5454545454545454,0.0,1.0,0.75,0.8585858585858587,0.7448979591836734,0.8061224489795917,1.0,1.0,0.0,1.0
0.0,0.8461538461538463,1.0,0.5,0.0,0.9090909090909091,1.0,0.0,0.05,0.020202020202020204,0.061224489795918366,0.04081632653061224,1.0,1.0,1.0,0.0
0.0,0.7692307692307694,1.0,0.5,0.0,0.1818181818181818,0.0,0.0,0.1,0.7575757575757577,0.5612244897959183,0.1020408163265306,1.0,1.0,0.0,1.0
0.0,0.8461538461538463,0.5,0.0,1.0,0.4545454545454545,1.0,0.0,0.07,0.05050505050505051,0.02040816326530612,0.8061224489795917,1.0,1.0,1.0,0.0
0.0,0.8461538461538463,1.0,0.5,0.0,0.9090909090909091,1.0,0.0,0.35000000000000003,0.12121212121212122,0.0,0.16326530612244897,0.0,0.0,1.0,0.0
0.0,0.5384615384615385,1.0,0.4000000000000001,0.0,0.6363636363636364,0.0,0.0,0.11,0.7070707070707072,0.32653061224489793,0.2857142857142857,1.0,1.0,1.0,1.0
0.0,0.8461538461538463,0.5,0.2,0.0,0.4545454545454545,1.0,0.0,0.1,0.07070707070707072,0.0,0.2959183673469387,0.0,0.0,1.0,0.0
0.0,0.8461538461538463,1.0,0.5,1.0,0.2727272727272727,0.0,0.0,0.72,0.8080808080808082,0.5918367346938775,0.6632653061224489,1.0,1.0,1.0,1.0
1.0,0.8461538461538463,0.5,0.0,1.0,0.4545454545454545,1.0,0.0,0.8,0.4444444444444445,0.3571428571428571,0.09183673469387754,0.0,1.0,1.0,0.0
0.0,0.8461538461538463,1.0,0.5,0.0,0.9090909090909091,1.0,0.0,0.28,0.6060606060606061,0.19387755102040816,0.5,1.0,1.0,0.0,1.0
0.0,0.6923076923076923,1.0,0.5,0.0,0.1818181818181818,1.0,0.0,0.19,0.7272727272727273,0.1530612244897959,0.5,1.0,1.0,1.0,1.0
0.0,0.3076923076923077,0.5,0.0,1.0,0.5454545454545454,1.0,1.0,0.2,0.030303030303030304,0.09183673469387754,0.020408163265306124,0.0,1.0,1.0,0.0
0.0,0.8461538461538463,1.0,0.5,1.0,0.2727272727272727,1.0,0.0,0.12,0.11111111111111112,0.08163265306122448,0.39795918367346933,0.0,0.0,1.0,0.0
1.0,0.8461538461538463,1.0,0.6000000000000001,1.0,0.7272727272727273,0.0,0.0,0.22,0.5151515151515152,0.42857142857142855,0.39795918367346933,1.0,0.0,0.0,1.0
1.0,0.5384615384615385,1.0,0.6000000000000001,0.0,0.9999999999999999,0.0,0.0,0.35000000000000003,0.14141414141414144,0.2346938775510204,0.6224489795918366,0.0,0.0,1.0,0.0
0.0,0.5384615384615385,1.0,0.4000000000000001,0.0,0.6363636363636364,1.0,0.0,0.4,0.38383838383838387,0.32653061224489793,0.3571428571428571,0.0,0.0,1.0,1.0
0.0,0.8461538461538463,0.5,0.0,1.0,0.4545454545454545,1.0,0.0,0.25,0.27272727272727276,0.0,0.693877551020408,0.0,0.0,1.0,0.0
0.0,0.8461538461538463,0.5,0.2,0.0,0.4545454545454545,1.0,0.0,0.1,0.07070707070707072,0.0,0.2959183673469387,0.0,0.0,1.0,0.0
0.0,0.5384615384615385,0.5,0.0,0.0,0.7272727272727273,0.0,0.0,0.35000000000000003,0.020202020202020204,0.29591836734693877,0.22448979591836732,0.0,0.0,0.0,1.0
