0,0,0,0,0,0,0.040929754,-0.151169603,0,0,0,0,0,-0.401832735,0.000246623,0.059215143
0,0,0,-0.516650734,0,0,0,0,0,0,0,0,-0.302067074,0,0,0.297245629
0,0,0,0,0,0.364694149,0,-0.107548406,0,0,0,0,0,0,0.072210295,0.20813771
0,0,0,0,0.477148846,-0.501919028,0,0.014497621,0,0,0,0,0.592742103,0.352610494,0.310614165,-0.118764169
0,0,0,0,0,0.34061769,0,-0.619197348,0,0,0,0,0,0,0,-0.098620966
0,0,0,0,0,0,0,-0.456024198,0,0,0,0,0,0,-0.147505218,-0.020096933
0,0,0,0,-0.159683713,0,0,0,0,0,0,0,0,0,0,0.134299872
0,0,0,0.239686165,0,0,0,0,0,0,0,0,0,0,0.481784281,-0.169547415
0,0,0,-0.82820439,0,0,0,0,0,0,0,0,-0.165897899,-0.58319877,0,0.887727277
0,0,0,0.11236012,0,0,0.455958372,0,0,0,0,0,0,0.285670209,0,-0.025591816
0,0,0,0,0.934589476,0,-0.704432721,0,0,0,0,0,0,-0.844055007,0,0.815836482
0,0,0,0,0.880003841,0,0,0.754051042,0,0,0,0,0.805640263,0,0.926836559,0.06010228
0,0,0,0.16374276,0,-0.518449072,0,-0.444879864,0,0,0,0,0,0,0,0.097501234
0,0,0,0,0,0,0,-0.350740154,0,0,0,0,-0.218163389,0,0,0.301498761
0,0,0,0.011927769,0,0,0,0,0,0,0,0,-0.065845305,0,0,-0.426457203
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0