c6,c8,r
0.10680720475747008,0.644940920872537,0.011972550313350427
0.22346239977579396,0.5312579077597386,0.0035655943556557324
0.07377943094741712,0.49206176224680864,0.011575448942856337
0.3617961922030646,0.41335516781613635,0.014954142567437767
0.18810236698063854,0.1693162165918939,0.006839959216545677
0.1925018539818546,0.5047020145027921,0.01670898692795153
0.2711599384601957,0.34163794154508753,0.007354993684147049
0.3181393943538764,0.521135697887571,0.006581484136693183
0.07152644295820676,0.4608689319364755,0.0037827246967523376
0.0765336614088414,0.4505479358857148,0.005291873353166832
0.5444766640044645,0.3941025895016963,0.009240636829074222
0.12280560728161483,0.45220801333388994,0.012998141369576666
0.33226295734257,0.3919116058089246,0.008548672331757934
0.0985561761659558,0.538421259871668,0.00017582773989965883
0.22816362582466476,0.7179043826415104,0.02065329960469242
0.25748176352822316,0.5769267013541144,0.004055939114428475
0.4255553925587331,0.252814460776373,0.009691852389343059
0.10759888906182224,0.39787846742130806,0.004232481472249416
0.08859955773061579,0.4585556015784026,0.007136698520526008
0.06455588877933749,0.634994252457996,0.0070554280585277684
0.0657335373245862,0.6366179033444278,0.007363335509876556
0.3619356958330678,0.6705272011075248,0.019523942303661113
0.09457031798051052,0.4720307806253152,0.014192666863082293
0.0318068917823755,0.3413146314281413,0.0035723885371283792
0.23723843176049209,0.5085749894339339,0.006772762310077174
0.25922868056164394,0.27249718794980504,0.005536158917004541
0.06093096895065442,0.5385838868089176,0.019319984429336245
0.1574617709016869,0.45560259738932884,0.002798941770661423
0.4316069399795853,0.6609394686520269,0.012947031227224959
0.5170848206371534,0.22142882422541332,0.003584354739821216
0.13034112044037816,0.6626628955235913,0.026744701899439227
0.08274576577246873,0.5185168109787874,0.010505469260103095
0.330703491473604,0.7250002768729248,0.009188801156868487
0.039034015307489844,0.41870203110542836,0.0026625582542512127
0.40355465278119307,0.6570260811421872,0.005161302985390082
0.5698119777164714,0.42664666182300015,0.005969298171555726
0.0612008133841111,0.4827289029220566,0.0039893990937883705
0.10378603540368614,0.510872161884995,0.01106290389489517
0.027219548595697418,0.31242152803949164,0.005377904040080095
0.1498398217407222,0.5055479623721432,0.004425994127353006
0.2874277290409486,0.3558034807179773,0.006776761916958529
0.3165807941955875,0.43898664175114877,0.014685050078030337
0.48217311056448675,0.36757562985298153,0.009613815207980825
0.43141729973090037,0.3164635337471653,0.004423220931404626
0.42126487450134953,0.4473421786809293,0.0043764815291167936
0.11283737673400296,0.5192010288561908,0.014655683211184378
0.12860628600502783,0.41479167453039023,0.002057068632376313
0.07677994140876554,0.40889963675116925,0.005402639823466893
0.20010646517113062,0.508757526923783,0.00835707621676074
0.03489357520412539,0.5917973059451382,0.007266159108824333
0.5432779052989818,0.5262316745686896,0.011999110898056442
0.026637438423115833,0.2978959853691926,0.013537133095336662
0.2217177124299654,0.5019325553548507,0.003297032541855538
0.29759871466657817,0.5740667509703569,0.010084797571158932
0.113814031305016,0.7586393823729493,0.0010706227198178375
0.12548274817806482,0.7527562242288204,0.00646429391601655
0.07046898629017617,0.6752913239001309,0.0011017382063995829
0.1890720635758043,0.5440511910185416,0.006385733019280027
0.08240543602143269,0.9144150286287172,0.00968928721548673
0.13475340073884823,0.4645452094390189,0.005483827479293435
0.3037454343223631,0.8572276777898805,0.007722430958575943
0.15919727591675226,0.5627205165818047,0.004123472756039415
0.20242172030446604,0.6742963054796248,0.008870890198003023
0.22639544464371475,0.5770909793367451,0.015959829813044446
0.4073814413575183,0.5603538748467248,0.012548379444277502
0.09631502007842818,0.5363845037797351,0.009091840107236737
0.338101303253851,0.3962430619250073,0.010097460378433176
0.43123985910461504,0.4035274660928625,0.007428478663404514
0.0649207520501821,0.635550620383945,0.00846119971269832
0.055204314627575135,0.4713973803503293,0.000997098347787495
0.39831165862463536,0.6596730163945476,0.009125303460592149
0.19114045268864777,0.259014598167449,0.006643488887994264
0.08370328678788796,0.608366382197879,0.003334285204654508
0.06845128056769523,0.5578636760927028,0.009854738324050372
0.043841355895728684,0.44470468959984444,0.003485494000319833
0.194064588545786,0.475500852738471,0.009375620753575342
0.1537426888954049,0.34146082242901943,0.0021384307597211993
0.05150746770218251,0.5987657299742665,0.003973709197174435
0.3508139158575946,0.5927772276230928,0.007064190891917732
0.2377828108309129,0.29788076426559473,0.013829134151838396
0.13180440340594823,0.5671555779969091,0.004241391111976189
0.2740963351429402,0.6271019002029662,0.009980389585571181
0.34656091351475204,0.5976081730636138,0.008271073038789656
0.14016059797518343,0.730635432685899,0.0009814704701875954
0.3858366427288089,0.49689559524041893,0.007616046864438786
0.3092196011023184,0.546424235499796,0.021796005565034082
0.4082991747855308,0.5007466474395952,0.006651545519276381
0.0653690938114927,0.6966584314407083,0.011513029126383967
0.1502830699642952,0.4049096214011928,0.006012202494798502
0.1426056923511162,0.541840738349487,0.004447501508778706
0.3730936181567155,0.5737897269011872,0.005783213835354739
0.2134282470088502,0.4243433656599752,0.004226194459849619
0.16537476180880006,0.5405854895376909,0.01023587309804419
0.13714014647674966,0.4596165004412082,0.008538113180605933
0.07146245057018363,0.33399264313926513,0.013120003252054424
0.07761955551796618,0.520692155781247,0.011057403279262634
0.036533797257847,0.48583286198192177,0.00788434363971402
0.1361224002947593,0.5134559662623644,0.037403461682218975
0.20702742785591444,0.3500263994608258,0.006008924420458306
0.2561864736000852,0.3664101116693729,0.0025431752969196086
0.23374030371377463,0.514190466626808,0.007315257575348011
0.058131565626967294,0.4006011806321962,0.015476414872921396
0.4231110627894251,0.5060185277731267,0.00174184660170712
0.20724056202662966,0.7167837701019876,0.0033417693344174326
0.4606452445356927,0.48629111622680277,0.0037054781361658407
0.17137537309316242,0.5277811030727214,0.011778178048497456
0.26794181082663115,0.4695067904217841,0.011126775352506169
0.3351032144292134,0.5992716789861882,0.010577441123996112
0.2637994080264272,0.596587305062338,0.0030268486587711196
0.27181177951338753,0.5124437743752129,0.00685818265506577
0.047517909007825154,0.26525579277798217,0.007824586292347835
0.11487427580579901,0.467672797720898,0.014020639012566227
0.3011068824960943,0.4257286271334454,0.013156446635031127
0.40046620423888135,0.3333281355701766,0.006218691659194198
0.05985374745734473,0.4184598038688277,0.017957858199142085
0.13837296834099355,0.38168830317551106,0.012865338206631938
0.28689038857597676,0.6384452721081602,0.007933102020894311
0.502937117168312,0.44919029250815157,0.01902585049320782
0.2255255435079474,0.426865717967963,0.005240100512117318
0.37099868698668004,0.4226790274990928,0.007873733197402033
0.045035633367333405,0.453767136314685,0.00960064027598706
0.07887534978920464,0.3165141260195776,0.019300837376760027
0.7342769716999142,0.42845625094114476,0.006565527638577484
0.17942736703020915,0.4544066026462802,0.020012541814195095
0.11912938399183692,0.5665574428041941,0.005214366201835463
0.20204197186156003,0.40394036062202265,0.00848344714962923
0.34814919116039755,0.6996437143537025,0.008480315286788942
0.15694987036773222,0.5341887795583584,0.002024788938706501
0.07073026377269531,0.5107389006530934,0.0006324121823192419
0.18842220477288663,0.48808720509397674,0.015795410010218003
0.05530018191770103,0.6383528965399392,0.003198338697259717
0.27487949348121865,0.6774041119743208,0.006313032397992191
0.26337650262354373,0.35900548765882584,0.015722557543917492
0.23454595621674545,0.4617198581696528,0.01833528761023806
0.07461338548587393,0.7118843844722371,0.009810688971458092
0.2842475906070895,0.5492850856163927,0.013198228148494695
0.2109965201602605,0.3957634381468728,0.011252485091848508
0.08869252742829348,0.2567564064596465,0.0050690493245967305
0.08264293826660896,0.5670929337926637,0.010490831582894655
0.43038698851898294,0.5011027689848826,0.008624322202502754
0.24909238795927302,0.5487163508854952,0.018893810142290635
0.12549940320740594,0.6089152665128447,0.003048761801774713
0.19967781962993103,0.5841931849264956,0.003582353954055373
0.02746078876047031,0.42488954429917036,0.0029830303534740255
0.26909001593435344,0.33966316677279373,0.0112570885057649
0.35414536605037983,0.4844252247597549,0.0019689857881246
0.08321406035319301,0.4457705056873893,0.015024741433828814
0.15839517508686263,0.525408786845649,0.0038034733134876264
0.3440851949817644,0.4866677134165127,0.018561191701732926
0.32840423428469767,0.36935381315271965,0.020022946375116035
0.06398090124220579,0.4613957477969217,0.005487452106016977
0.19272946388768386,0.34486557341628665,0.0042828333973427
0.20976686378075526,0.5772980507014458,0.005249943534049839
0.17029341735582104,0.5273571976668705,0.004222750048251345
0.06610114135555512,0.7170187805088104,0.008068342081496538
0.14995376468910826,0.4583361505070678,0.008464250439059295
0.12051731576985547,0.2828360913221374,0.00712288808213235
0.1795528839142988,0.2869118349143236,0.00468434307730059
0.2224104726726105,0.6039262827037959,0.007485816314151683
0.08005244739679829,0.6368626770901361,0.003821473816209897
0.06246970842185229,0.5192684092575881,0.005259685655682023
0.0125222239238163,0.5236899252903556,0.014777634846006249
0.09145072605189519,0.6273407245578011,0.008113302864946936
0.24324463606304192,0.6079935682614301,0.012067171156055934
0.193805085420364,0.29301776282914804,0.0075430139570541455
0.39578851722763275,0.4208887001945141,0.004834058548865039
0.19000986275068865,0.4340078023653009,0.007874048821624235
0.33402090847425403,0.5834870741554056,0.010256080780467913
0.27217893561392925,0.6700285790894681,0.004461479346587416
0.17149027835637687,0.4113826507578229,0.013779663160582434
0.16621621227458558,0.6218300743831737,0.014179552845906773
0.4364148456982142,0.467085507833245,0.001739159803789414
0.12501694866496738,0.5388400780038141,0.012834252796986911
0.08011331528480958,0.4670048509509413,0.0036943569850513835
0.13375509340633795,0.4946341113087998,0.009234508330732472
0.08729295295878764,0.602551359017279,0.00989315820276171
0.2975218051080398,0.42050951747218646,0.007255378388187461
0.2974806198943186,0.45487691161979515,0.013463431902140055
0.4369035930208389,0.7456086081126031,0.00457614957117447
0.06798141791466805,0.5523551687636884,0.010048990213254005
0.16681561719644378,0.39143579878104084,0.0018899569945355355
0.11612881624112914,0.5425099203976181,0.006595655438297765
0.46698297134822286,0.5118132857873632,0.0046275219604047235
0.11925255184579164,0.506711673644977,0.006437395251005618
0.4688882182874554,0.36254734406431877,0.008349831094154048
0.5000914655467193,0.0004883983424168736,0.006406986050834451
0.06298187582897692,0.25264587485675505,0.015558280908773536
0.15093291760982352,0.4494771988466424,0.006755911709197759
0.06304231564300589,0.40815225448990233,0.008324852331708654
0.3050871464554824,0.4264937183790365,0.007440215424214247
0.65599760655905,0.473952081664232,0.014822606180417919
0.28027164348684097,0.5264916237668851,0.005098441339020154
0.3525014690376347,0.5239764503983256,0.0030858017454993836
0.10346760061158256,0.4841127884919148,0.006515088754834086
0.15581570251277221,0.4383969227682456,0.004787756701145618
0.10271039857665731,0.438735845547891,0.0037984377640429834
0.3836331459308394,0.4225876753492185,0.006522070775599131
0.21168581519295881,0.4551687638133658,0.012343705148134543
0.1012952228696109,0.5097074614511548,0.011841513912614898
0.09868636671438735,0.47036239099805566,0.01578693418102728
0.07532984748490301,0.3584138501043368,0.004460589012643901
0.21805734467451887,0.46698860591837277,0.008256258470518474
0.05090744626045851,0.3054398403699754,0.02471686704115239
0.3610995578770583,0.5160716343720386,0.004199390620482357
0.17041958423232495,0.3701011889324535,0.0022697877954953594
0.11934585333791736,0.5882403487384965,0.005382556070834599
0.08582280089013028,0.3707845895487215,0.01054527615952705
0.28333247874759737,0.5988631750381876,0.014884676274872777
0.14041663575635743,0.22293754438784508,0.012807997014499306
0.14906005019006685,0.6263476363809067,0.009204596065335302
0.15051895230101908,0.4725011373366673,0.00977727505496262
0.035931015110876374,0.24965691569638726,0.01434569107592254
0.42956381515011477,0.4985398576156549,0.006065057823006814
0.13634221732084695,0.5795943690100026,0.007758122227718767
0.25745635997325766,0.48412352838905837,0.01806637276517875
0.22100229529623705,0.4458646396249014,0.004506871941621027
0.04989382164660505,0.446677179757159,0.007579710230452674
0.9558097701175058,0.6728011945744921,0.010295701528924228
0.1911181101087316,0.699414867587236,0.006573205513063729
0.1407134176913103,0.6815618876316977,0.011156295247502168
0.11779893212144477,0.4858251838513092,0.00770158748725458
0.19318996732274307,0.43270208097192064,0.010458985395750964
0.4305459283174101,0.24985554570958035,0.005367226546035442
0.23332734382705367,0.7435295993539424,0.00588188941159884
0.16125092486762893,0.42671798812931694,0.016943817069575928
0.18664931978308863,0.4759687820390507,0.009144038823956424
0.36774497498231995,0.578022587131704,0.013203204516986256
0.20172444921555266,0.5971732993567161,0.00811606605408921
0.15419186374224125,0.3812590948260366,0.005728259011317904
0.06520249529978583,0.9829239267360862,0.012012985195813008
0.08054379672706402,0.42676492135008814,0.0038801732982735038
0.18192644627960752,0.49635994219003854,0.004068270658986406
0.31953654268576037,0.39293716473598306,0.004557529028463403
0.17177962660452473,0.3104054075496636,0.003893635123226158
0.2221323473220267,0.5004046017782349,0.003422765579772058
0.7449124535566458,0.9944351972551079,0.013728261776410289
0.22114268703155038,0.5420803776286172,0.005415930256600476
0.193538607141036,0.4320773831614573,0.003942550514382637
0.0611470548738241,0.5132469428456881,0.00759061090947577
0.045227201024203745,0.5066215574170987,0.010916959039286356
0.08946908233225426,0.4454683671713209,0.00878224674244843
0.06793873922117433,0.49851356630097765,0.002937674869745055
0.1328698041851788,0.6614371845386995,0.004901125148705554
0.09750832667768772,0.4100453315505389,0.0026380900099114424
0.2299169599625589,0.5711622349759073,0.006947464321638952
0.18809254337884618,0.5480231577614414,0.011308260634149692
0.17328837509825268,0.48188958954001726,0.005443058445794624
0.21238178271027874,0.4620079775112914,0.007541420147175959
0.14159650866043993,0.43473151989589853,0.002458097804158288
0.11385789149413594,0.5514695065417253,0.01201807476771255
0.27093757777314287,0.4690980628090907,0.006197595924917532
0.21488129286674318,0.4082712229350235,0.008506103066192039
0.7033011307662194,0.29982767110175634,0.0021830351692318506
0.2464094756715215,0.3347249162866017,0.008365421338310752
0.5323150231553249,0.3616981718522182,0.008708631304237935
0.10710294197036496,0.7133741757956762,0.004496382380848152
0.16055181767823024,0.3932651741155434,0.006129148688956421
0.5617222052368581,0.2779701485931476,0.0025548252786247727
0.19693604333764658,0.7152165371007527,0.0005296916931947226
0.02279870952478935,0.5149234110234168,0.00849138061733623
0.08234528118545004,0.7196901236768598,0.006507979385375506
0.10783024340390757,0.5282922430852249,0.007895482562233602
0.056911009495942966,0.39251118631536097,0.013073488610492845
0.39080464004426885,0.7143046029615484,0.0029314605964893548
0.2874379215994116,0.5288321326842229,0.007004240231153203
0.36477851173218634,0.4649662281139848,0.0069146834101966315
0.24398653854846664,0.39498266122126413,0.018320081888303585
0.34114118647529756,0.4371900424122277,0.004847105744999025
0.35130912398646175,0.6158290868530801,0.0028900241717372266
0.22433380319266194,0.4957050794989075,0.004218335902664183
0.05719411297050758,0.787536394746016,0.01833494967019844
0.40122864107346745,0.43808442347433985,0.006745735426369415
0.21542474058805794,0.5387258902593475,0.009134772019891657
0.06659224144439546,0.48625765099055107,0.021278982069704244
0.22212322040019228,0.4630126566541648,0.010860577343611455
0.1476988407169565,0.7569706235697371,0.006861604993452897
0.059576027554052,0.4356003043536002,0.002993112117658847
0.44470012014114,0.4717127764102399,0.011750860062109625
0.4605806722460686,0.4261783878531922,0.004235687243816066
0.4823299050047919,0.5001211040768246,0.003172030858220265
0.15673359745098414,0.4169359217640961,0.0024455260423738023
0.029232486079442843,0.4032558857248526,0.0008992353219047233
0.1880827731132364,0.3815217558631485,0.007435400195176967
0.44406343351521593,0.4657419682777463,0.009841174108492945
0.1319728638391502,0.497303082116482,0.0043766078901693595
0.09859873081097481,0.4346208858259878,0.0024770692703872665
0.06950982644497339,0.6774624985236853,0.0069970004465170765
0.4592662457828064,0.572496421390174,0.004834056906087625
0.15952850780401828,0.44241470666169813,0.016273254839496487
0.3595950138987992,0.47671177960539624,0.010227076766156917
0.2609661239239198,0.6888041378704135,0.011505604279506199
0.42876847050650935,0.2620167319597434,0.005429804728898313
0.05305996541359026,0.5368819742265107,0.00400981450053961
0.15301956810741274,0.6646285578376482,0.018313504903227362
0.2792680805717126,0.5464503965700525,0.005330876680616825
0.10780944620179023,0.5205901231549226,0.009316348720914136
0.20094341774246371,0.5325709218476218,0.006234490922660152
0.12799508477603794,0.40952356994175465,0.002692547642451526
0.1702524852026042,0.4269698145651921,0.0025392834030802947
0.6259014556652627,0.46898100941600773,0.006234474328948969
0.25039378238043886,0.35860681222502344,0.003158761570184687
0.1899120933298195,0.21610062360892812,0.006630383752385893
0.21468434154210958,0.4982338414890163,0.003112185068036122
0.2392451640488914,0.39913285168066837,0.005850669727530899
0.14108845932251568,0.42180787642284223,0.015090604639731553
0.23466354465852146,0.4749309972251825,0.004014275622277519
0.25071120740508646,0.4716788215686848,0.01159357465285249
0.18507010416560155,0.36389241179765364,0.006859491325169054
0.0838962371509826,0.4619105361297595,0.0022601163137691005
0.41457318710289426,0.5924251268234613,0.007707095159088129
0.03221373119774984,0.43101356911799527,0.003867890747370817
0.37053943260197897,0.4098822751330332,0.019592950230300388
0.06015033556867255,0.25807730956933816,0.00318163949126693
0.3448780696788024,0.503531958727318,0.005848873764118689
0.07007986901567587,0.5203801961421444,0.011232093499917939
0.4059505068142303,0.4265538251437697,0.005647562437143427
0.29353880234381924,0.30913568349518183,0.010171730468825912
0.2514363856225943,0.5517919940371698,0.010016224294194132
0.16406254581516955,0.3184833600221262,0.015998125659763218
0.21940790264978982,0.5422211418667262,0.006251892238472667
0.10629156164201392,0.514459191731805,0.007559085901767348
0.03929537856582166,0.5180097498827813,0.0025204438573569465
0.360320735981692,0.10879490016107773,0.007591905615218053
0.22994848946463553,0.5393606928794445,0.003914168644102656
0.09407788726901356,0.4577993708863115,0.009750382240003908
0.2909936832648711,0.6953749940791328,0.00920743055232548
0.04892858075219797,0.5509084327326585,0.009346471579819715
0.1611002794974994,0.3799307149040665,0.008396407326675237
0.1226825144570205,0.4614231714344791,0.00713635699066284
0.17191153798490544,0.8280479784381327,0.00722318386423626
0.17080345282467535,0.1596769094998317,0.008105625744050826
0.2292526618955122,0.49566262165247577,0.00816094524107136
0.11008472823914917,0.6109169160079646,0.0026293140646480584
0.13005978479908442,0.6437520784230909,0.02298844421901236
0.1105670249504643,0.5334214946148095,0.006771026987345219
0.23519365047338603,0.4427698943415337,0.00812998620260219
0.06112228678661136,0.47460064495212395,0.0042532431867972065
0.12472564405812114,0.5828916952054326,0.0016530513730793617
0.4423711623694986,0.8022317243368255,0.006885708698969983
0.14511588043431678,0.5288734890400544,0.02263038479619528
0.2073536262604216,0.36644707277991284,0.0106539387455864
0.07384818772637425,0.40717699280237285,0.009556757607758426
0.5426390068133594,0.15822678622545305,0.017481667348105745
0.35315227118699855,0.3911263264394963,0.018586863484507554
0.10614191770059234,0.48796232209601265,0.006673611196117535
0.041659723530325654,0.24612830109853256,0.008933433088573639
0.24887010846598268,0.621835605271456,0.007611708519441374
0.386797285852452,0.5318301297928514,0.0059009868258698694
0.1836192547425307,0.6717646793442836,0.007620052943034583
0.12186622255492807,0.5003782537908247,0.006053387460040138
0.017948506216905358,0.27710990221311205,0.008613368301605973
0.3808019940756099,0.3783176866399015,0.01395469515755593
0.04151432280449663,0.499537994275169,0.009598578549958159
0.05697507069597085,0.3958102365340277,0.024295837111204643
0.5835657729772332,0.4466761282815954,0.008772542104620806
0.07667141573092606,0.4741946134042896,0.006397171891642239
0.15928993396199786,0.34840295029044355,0.003768291233135268
0.11364056233028164,0.5354776314977855,0.012207632932318746
0.18267965990818236,0.4162204083761526,0.014393096123088478
0.13201616225302637,0.4340631242380405,0.010210347423938781
0.39743455863046284,0.5634179333899967,0.004923415433784051
0.5659900860369148,0.4749994268819111,0.003050421345022203
0.17833213612824061,0.5079659685514594,0.026548483408338153
0.11100915860666405,0.2742943176543787,0.0022036712674398107
0.09429143777722049,0.6366218558398633,0.006505093882752222
0.19127773338070497,0.5249001571567582,0.007773584592530858
0.36908311647585634,0.45247056514405104,0.0033104561174518987
0.2102896071321333,0.5841358004182102,0.0012423820986771084
0.3438632934042841,0.4711378391463378,0.0065885883180918925
0.7642659853345644,0.9945700600497825,0.0036360803650509754
0.38637311052249335,0.47473922403282753,0.006229898232470055
0.22672088967374393,0.3827315128539953,0.006128982612378486
0.3194651958221296,0.5836591287002504,0.007988862817596032
0.056933958391301887,0.33280997270641255,0.0018495296747610412
0.30514806970213426,0.5235918727389286,0.010213821467134676
0.31064365928988324,0.6076996683447731,0.01736969842442143
0.16353867996499183,0.3582251318909585,0.011916056274786535
0.06701341737094302,0.47759930608181733,0.008448982345880096
0.23017071748295392,0.44093139685951477,0.00488663630915942
0.05803447167358944,0.48022022161560707,0.0027417554656913312
0.09981966943985177,0.3828175465282655,0.010701518673264188
0.4516406955341008,0.4528039912275186,0.0029162163883736936
0.09965619284225447,0.6385776222087168,0.02042731869767067
0.32503188645229397,0.299096489699857,0.0146035842417368
0.04464161518465748,0.33391217035644205,0.004276442493698629
0.06662461770200279,0.6180693006344775,0.004344627879467433
0.7338151520830297,0.5283853855098738,0.011657970274484841
0.281052353433046,0.5987254971360898,0.0011334828710646283
0.1646124969231887,0.39261512942202836,0.0036142333758364398
0.34241835045898494,0.6065606847851124,0.008855629504085416
0.1582245184687664,0.6270728202501514,0.016777389956650235
0.11746207857840374,0.5242439206692361,0.00405686384600501
0.18607907039986904,0.5354103967144062,0.011079783703243806
0.04545997027146553,0.31873856608209794,0.0035405862891881856
0.4556481585477632,0.351168444533227,0.012175673466744419
0.017800005866617466,0.6788216787634008,0.013450768062655327
0.17021720184726374,0.3735469245987777,0.016295910951775183
0.31947761890388515,0.3898626103371856,0.0037761679102777945
0.2274109351959399,0.3009620695431135,0.013687038030610998
0.7558917182895567,0.7400958556553859,0.006733849108629619
0.4854021982935084,0.418828787994027,0.006333788481139635
0.13967419993595187,0.552562861001993,0.0011820942173917937
0.4274620599804134,0.7013599419441098,0.004947735096483552
0.1186537059671956,0.45181622639731045,0.005450534624213965
0.03220586428514338,0.49643310362583765,0.020035035490029496
0.486928134115869,0.5985437173671084,0.012489616886503074
0.08445440543833649,0.7090605716175138,0.0114164271868743
0.43371197240975357,0.3716792034885681,0.006269405136928641
0.33883051475344883,0.580666611534926,0.012124039135440523
0.07454493232170634,0.8268327604284385,0.014486193414051995
0.38309614497857813,0.3740760740268385,0.002519268295724131
0.2579631016964896,0.5468791593739077,0.015330856899875345
0.03167575767795128,0.49759066003643904,0.003376921458022153
0.49342890032276354,0.5967532274431193,0.00036222884273534595
0.15435247836733923,0.5070992778801687,0.0042529083221475306
0.2758177130587565,0.5178829362052161,0.006958310282845881
0.05368913596794622,0.49626217035874853,0.006201295757508385
0.0587109462981843,0.6469226558109146,0.011327080414184398
0.2677875672577008,0.4056009528202128,0.0010095498556544902
0.3318577608767853,0.5411086462281248,0.0067034607005831415
0.15632338186844996,0.5030840382744441,0.008562391142485914
0.07830491329925593,0.6176706844261525,0.007529455059733237
0.15086024698566047,0.35202987014375564,0.04269454995587174
0.17000921180629347,0.724083305761245,0.0033999283649495116
0.19615629532664347,0.43762525738322366,0.0014382876278475898
0.20705314781503592,0.273753850483232,0.01520812375719982
0.07917996624188506,0.3899024370051871,0.00852987687650164
0.12119188828481686,0.5254967704173311,0.006312708193217054
0.07448289380738338,0.6339974547811187,0.01040704560083372
0.35057194262400043,0.05575593925291211,0.001875893025555131
0.20656837920551974,0.42064546122800484,0.004699411472308235
0.34942440378794226,0.5506184781465122,0.008337493456731904
0.2112942453258728,0.47257134472558093,0.00041173359025548084
0.28698402707786297,0.4989895158534229,0.006476571077366211
0.9395949383913804,0.6940132880248437,0.00549482369367621
0.17038521582045252,0.503998811047548,0.010308112488521592
0.18953957578125902,0.37287929596895775,0.006486148856873486
0.050153380930721414,0.6825903771569134,0.005350880076498976
0.19029029201112418,0.3685487620180706,0.007401929507953264
0.0321966222936263,0.46664684244596566,0.0037971813562944767
0.06473646110470843,0.3969518021311298,0.0049078012096848145
0.15058962070483817,0.415054343697139,0.0037380193806145767
0.1313987881143137,0.7936044769859417,0.005742351570210302
0.20556169961860737,0.3330010927839636,0.00735808693638873
0.2071201594482026,0.6712105504110025,0.0053157711788497375
0.4533919692161432,0.5998108725711501,0.0025499134504983756
0.33978585198541233,0.49801245282361506,0.0154512433333443
0.5536724572727179,0.3778725270550614,0.004287532297814867
0.22439672453839976,0.43311959251944465,0.004117539385121272
0.49582937863806453,0.3675163828414597,0.007879278023202763
0.14787179934794425,0.5786100787486085,0.011388301796930178
0.07494059303054112,0.46051628455340904,0.01734632121829416
0.30810712581156885,0.3909267989400379,0.004539874257899812
0.3070473343177238,0.46602562188772534,0.004070618115310065
0.09008908690061448,0.574474669116348,0.027422987349512207
0.052094316128602935,0.5124566647575608,0.0037719903869984917
0.06657479617257811,0.5055389595283758,0.012034570190245564
0.25465163921630496,0.46413485513993524,0.004558650495608996
0.2500681978760533,0.36389155666231565,0.003185770269552246
0.04595278696786842,0.4384856223074157,0.007441673873832655
0.27073056029065856,0.40255546273258436,0.008929483995296361
0.46771502290594813,0.4193575243745251,0.002354643639126075
0.2238426728993168,0.5451309844323452,0.0015091945987766309
0.33177291668363507,0.5162452171027988,0.005269581220471498
0.48387418199895726,0.5074539755615534,0.0038504471759476244
0.07812016692746071,0.5138647451992164,0.010114047455822894
0.21380327120362597,0.2331141053646777,0.017612937884484814
0.21202712222703926,0.7696130555471031,0.011537069007753697
0.3919615707384535,0.31394868017470956,0.0025109184809516405
0.21198505278742386,0.17878695904881853,0.006956535161743327
0.06262083138720387,0.4498038328317655,0.007049196328574703
0.29476542698831243,0.3388147551540685,0.004394098838741312
0.29297170447001486,0.4392815445238205,0.012281008962168882
0.06166556541637247,0.535825491278524,0.004430969714602884
0.1209002850596369,0.4961429829188806,0.010548368179831957
0.3779041563733123,0.4131785066867716,0.015354133809239556
0.08731037154577892,0.4052195618134212,0.0024515614737615765
0.05307852888957498,0.4931283133004959,0.0034676569778777644
0.14437813667606625,0.4064727224513194,0.005057410785827776
0.0537053582030389,0.36081583004744266,0.004336028101303402